16,30,60,120,160,192,336,288,480
id,func_name,self_time1,self_time2,self_time3,self_time4,self_time5,self_time6,self_time7,self_time8,self_time9
90,upwell_,2948809990,1578323250,795504320,411209660,300637860,259167380,145203290,172454550,108364500
91,vinteg_,1703682610,931996660,477374190,252969270,188831170,162897180,95515130,113483010,73749150
92,accumm_,1990541100,1122486500,554870040,301285500,222485760,191083890,116790980,136194610,87113770
93,ocn_comp_mct_ocn_run_mct_,4540640,6901630,4830610,5321020,2062090,3208400,4733610,5719520,10730300
94,ocn_comp_mct_ocn_final_mct_,1540,1040,940,1080,790,1080,910,1070,900
95,ocn_comp_mct_ocn_import_mct_,2278300,1908190,1939520,380950,629890,367210,174210,915670,145240
96,ocn_comp_mct_ocn_export_mct_,372130,217940,88510,50190,35400,30850,22290,27470,18010
97,ocn_comp_mct_cleanup_,62110,50880,52950,40400,41200,42470,35360,35250,31660
98,ccsm_comp_mod_t_drvstartf_,3350,2910,2870,2650,2800,3450,2700,2810,2650
99,ccsm_comp_mod_t_drvstopf_,10090,5290,4630,4570,4760,3670,5910,4980,5170
100,MPI_Recv,697518360,893271710,1215413620,1268397260,1490333830,1632287430,1166600730,2271583960,1070839710
101,MPI_Send,101372540,127701800,304646790,256154230,434945090,94895820,124387480,443085660,306923250
102,MPI_Sendrecv,20571086930,15167430920,10607349870,7785877160,5538423520,4930352260,4309941380,5941649990,4771663660
103,MPI_Bcast,1579860,22466840,2197740,20634570,27444180,50133600,35635080,23486680,55978420
104,MPI_Reduce,10814680,147770,262680,1017850,1500300,2347210,680940,1113140,968690
105,MPI_Wtime,15000,9810,14380,8270,9180,7040,6740,6140,6990
106,mpi_bcast_,56390,55950,43020,18990,23390,20430,19640,21140,19600
107,mpi_reduce_,20150,19890,15830,15300,17800,24610,17580,15520,17470
108,mpi_recv_,62370430,48829120,46373530,38481220,58060760,63700970,32176500,60348960,41821300
109,mpi_send_,171382570,151718900,44015890,38755170,60557200,262507990,145395520,56619960,37440930
110,mpi_sendrecv_,22872740,21402420,19378120,19242510,19227900,20250360,19575450,19002110,18101840
