16,30,63,126,180,252,360,441,504
id,func_name,self_time1,self_time2,self_time3,self_time4,self_time5,self_time6,self_time7,self_time8,self_time9
153,ice_grid_to_ugrid_,74680650,42398220,19823160,10443780,8558020,5812920,5282410,3849120,3247720
154,ice_grid_u2tgrid_vector_,8619920,3184770,2906490,1505580,1857800,1185410,1456180,1247860,981640
155,ice_grid_to_tgrid_,24831310,13438160,6233260,3339130,2528900,1806240,1420850,1199510,1068800
156,ice_dyn_evp_evp_,3598194490,2040650250,1018992810,545638160,621717430,304724210,485927700,222438930,183342790
157,ice_dyn_evp_evp_prep1_,25398490,15022040,6596680,3837740,5254870,2382780,4207660,1820390,1710290
158,ice_dyn_evp_evp_prep2_,68412690,69174950,21195520,9702560,11638650,5471710,9078670,4442120,3619030
159,ice_dyn_evp_stress_,11491763710,7236420950,245217830,154407430,1921671410,112257110,1418316420,51118570,87827460
160,ice_dyn_evp_stepu_,1470581580,883863860,1691770,1714500,150381560,1599520,78317430,1837820,1564160
161,ice_dyn_evp_evp_finish_,13288620,7882880,1157590,665220,1940380,545380,1089070,381270,372290
162,ice_transport_remap_horizontal_remap_,131400610,83800250,48997620,26733130,29096440,17999730,26638910,14948320,11968480
163,ice_transport_remap_make_masks_,726088370,456189670,214939890,83784510,114564680,44183290,106331430,33836730,22583500
164,ice_transport_remap_construct_fields_,1171570390,799638040,366324790,160948980,220089290,78452340,166097860,56594810,44902920
165,ice_transport_remap_limited_gradient_,4621215080,2972061320,380952050,215945240,705719150,117666060,499508830,61756960,76879720
166,ice_transport_remap_departure_points_,35231030,20811080,8760510,4891410,7540570,2670640,5427880,1803250,1691870
167,ice_transport_remap_locate_triangles_,699683270,517061160,133744000,60362800,104195730,31681710,77715880,24983320,19513630
168,ice_transport_remap_triangle_coordinates_,35293410,22396590,225120,151540,4778470,258640,2769140,159000,165240
169,ice_transport_remap_transport_integrals_,4283339400,2774464080,322015540,116975230,570440730,64949940,391741740,49692560,44809890
170,ice_transport_remap_update_fields_,1037423710,711683990,207804650,100025560,218103890,64388730,185588960,29094760,34996200
171,ice_transport_driver_transport_remap_,119259880,79086250,39204160,22970830,29922230,16344090,23529650,12551130,11509390
172,ice_transport_driver_state_to_tracers_,762802590,581869840,179444090,45640050,124861480,31681260,100457430,22377780,19193370
173,ice_transport_driver_tracers_to_state_,162587060,126606620,8083520,4776570,49118320,2820460,49959480,2189470,1756880
174,ice_transport_driver_local_max_min_,482594900,260234940,125179660,62858030,47676730,32613640,26079910,18048990,17100940
175,ice_transport_driver_quasilocal_max_min_,353039740,188110610,90910630,44761850,32760010,22568080,17546770,13593240,11380110
176,ice_transport_driver_check_monotonicity_,57715770,29813170,11774470,6273170,8949050,2715980,7321840,1826610,2785990
177,ice_restart_dumpfile_pio_,1149460,8346840,3130610,2414180,4038490,2310690,4510580,2840560,2664800
178,ice_restart_define_rest_field_,13700,13330,13610,14130,14280,13830,15900,15780,17140
179,ice_restart_lenstr_,540,470,650,420,420,370,580,720,850
180,ice_meltpond_compute_ponds_,69519210,36199700,7870370,5344460,8852920,3727150,6476300,3203530,3008710
181,ice_therm_vertical_thermo_vertical_,83160080,50957030,25685770,14010450,16449820,9117400,13486120,6882470,6640540
182,ice_therm_vertical_frzmlt_bottom_lateral_,28462260,19765260,1979090,1258830,4921120,1060240,4792790,904850,922020
183,ice_therm_vertical_init_vertical_profile_,131020140,72433530,939220,1332930,12585540,1350350,7017240,1409950,245710
184,ice_therm_vertical_temperature_changes_,426952330,244877390,7075390,6876690,52576390,6644450,34644680,7239470,5095820
185,ice_therm_vertical_conductivity_,48164330,27842930,382290,388060,4840310,423450,2682680,360690,415860
186,ice_therm_vertical_surface_fluxes_,184551140,93092280,31480,28990,15512220,36460,7863580,45730,47490
187,ice_therm_vertical_get_matrix_elements_calc_tsfc_,102003300,55352650,173600,407560,9932320,419270,5541360,354900,457870
188,ice_therm_vertical_tridiag_solver_,150603210,80811100,287360,415540,13995650,324280,7682320,293620,322950
189,ice_therm_vertical_thickness_changes_,149307450,87747610,1369170,2272120,16931720,2302370,10954000,1509740,1570180
190,ice_therm_vertical_freeboard_,8503480,4682030,410740,417180,1143790,302670,968660,353220,335380
191,ice_therm_vertical_adjust_enthalpy_,82475890,47120930,303000,296330,8152060,461470,4557760,293080,279970
192,ice_therm_vertical_conservation_check_vthermo_,5144290,2951140,27160,38860,507510,36050,281100,27860,28230
193,ice_therm_vertical_update_state_vthermo_,13172660,7354980,78750,92430,1518400,82790,1079900,77780,106940
194,ice_fy_update_fyarea_,76490,36950,98350,95950,73860,145550,91110,117500,88850
195,ice_age_increment_age_,1876210,1256860,88840,62680,402010,93140,331070,67270,84220
196,ice_diagnostics_runtime_diags_,2850540,2576520,3591200,1946580,4048530,3264000,3282400,2730790,1976450
197,ice_diagnostics_init_mass_diags_,12639870,12838130,4471610,2596520,3285670,1832370,2737970,1406300,1600790
198,ice_orbital_compute_coszen_,11394340,21808640,9774860,4643890,6045520,2753280,4575040,2084610,1764550
199,ice_history_ice_write_hist_,169503730,96587130,45187630,28631110,30040670,16992220,25210240,13865110,14086940
200,ice_history_accum_hist_field_,307479500,202515550,98903290,49769490,44109440,27181860,34926210,19545860,16495220
201,ice_shortwave_init_shortwave_,430300,127910,1262600,1499050,1099920,259460,934260,2070410,1710590
202,ice_shortwave_shortwave_dedd_,237967530,136378690,64691550,33661370,42397540,18451950,38394190,16611980,13669490
203,ice_shortwave_compute_dedd_,8884400,400026690,8769350,8205570,78961230,7641340,46011650,9372980,8621620
204,ice_shortwave_solution_dedd_,5213830,487166670,5602040,5158620,87360790,5380840,47720880,5056690,4868890
205,ice_shortwave_shortwave_dedd_set_snow_,23686000,13403230,3803260,1583110,3297080,933290,2473740,833050,717550
206,cice_runmod_step_therm1_,3985610,5267640,1094840,616500,653950,379170,601110,304720,321700
207,cice_runmod_step_therm1_iblk_,728954140,405075620,15323100,8324130,99637130,5701350,68663980,4570510,3875520
208,cice_runmod_coupling_prep_,40219140,28482720,13295050,7467420,10265110,5070520,6750050,3211320,2802840
209,ice_step_mod_prep_radiation_,113160,137380,103380,68070,80520,67840,90220,107980,148550
210,ice_step_mod_prep_radiation_iblk_,27579560,22695660,4563450,3181690,6369270,2142550,5033410,1791110,944440
211,ice_step_mod_step_therm2_,9083130,5496740,2598820,1457700,1844900,935020,1398280,783310,644490
212,ice_step_mod_step_therm2_iblk_,255589180,152847380,3423750,1609820,30694340,1039120,17425890,1847300,2025260
213,ice_step_mod_step_dynamics_,35846140,24710270,14314130,8748610,8280530,6434630,5783640,4604290,4735030
214,ice_step_mod_step_radiation_,6483640,5008740,2102600,1885390,1049550,1508890,797120,488930,481940
215,ice_step_mod_step_radiation_iblk_,13269290,8903720,4101510,2286680,2832200,1585080,1910680,2028300,1146970
216,ice_comp_mct_ice_run_mct_,24860670,23980690,10913050,7409920,6901880,4947170,6995560,5299550,4814400
217,ice_comp_mct_ice_export_mct_,87143740,46549340,41266510,10384350,8980640,5676190,6406140,3729300,3239700
218,ice_comp_mct_ice_import_mct_,153427100,92240180,41777150,23678430,25771510,14123240,20459820,10526790,9959980
219,ice_comp_mct_restart_filename_,86040,1103100,933820,1133880,935010,1369860,975730,1201490,991150
220,ccsm_comp_mod_t_drvstartf_,188970,156090,148710,143600,149900,158790,154800,195840,140200
221,ccsm_comp_mod_t_drvstopf_,208950,170220,180030,152600,202170,220010,219180,240290,159630
222,MPI_Irecv,106373670,47260390,143616300,150773330,60343340,138783690,37672880,145965910,133365930
223,MPI_Isend,563165840,244097360,804214910,826577940,190871190,569503140,312895950,724524020,577852060
224,MPI_Wait,51270060,44570,31060260,1813140,1726230,2969260,3488320,32360,33450
225,MPI_Waitall,6699677790,621344830,22130709150,13077617710,2078119930,7074843820,1396800620,6980697740,4209037540
226,MPI_Request_free,1162710,26470,42910,67660,46770,42380,43980,58120,47510
227,MPI_Allreduce,154087120,131315800,295815640,325147050,471757310,378803330,566333360,736710450,479669830
228,MPI_Barrier,619606500,675552870,682906280,761469100,695370280,704091760,934530790,755211860,717235580
229,MPI_Bcast,14562520,75113470,50172810,191487290,69032450,49129700,67566960,103095610,92091050
230,MPI_Gather,1556490,8350,12760,6510,12140,9030,22540,17440,23110
231,MPI_Reduce,26580,1818050,1337800,3510040,30460,2099000,2217660,5988040,6045690
232,MPI_Wtime,47396790,37972230,41642610,40915150,32996560,38859670,34377430,38979040,37806780
233,MPI_Type_commit,2703940,822450,1986290,242030,165260,124590,106770,84310,128990
234,MPI_Type_free,31610,23600,2762240,24060,20530,13630,24580,19050,18990
235,mpi_allreduce_,2385600,2237660,2164160,2176210,1816860,1778810,1718280,1751760,1617570
236,mpi_barrier_,62060,24380,24320,23520,24010,24840,29890,26780,28610
237,mpi_bcast_,553060,98670,41470,42320,44460,40510,46340,44660,41290
238,mpi_gather_,400,480,490,420,600,380,780,310,760
239,mpi_reduce_,1930,2850,5160,11600,2910,3180,3600,3230,3320
240,mpi_request_free_,3290,4370,5270,8400,5050,4170,5380,4620,4380
241,mpi_irecv_,61041490,31366550,86197630,84985250,24854040,85053230,23910590,83119370,83694290
242,mpi_isend_,89982370,26544800,122953190,131914500,26747940,80644530,25491600,156441150,80752130
243,mpi_type_commit_,2820,4780,5800,8710,5300,4450,5000,4530,4350
244,mpi_type_free_,4470,7000,9606000,9060,6960,4800,7540,6110,7030
245,mpi_wait_,17650,35170,28580,35900,38050,32790,38800,22290,22750
246,mpi_waitall_,82374330,69442340,76951890,78425530,65256740,75079090,61700210,78024190,71273020
