16,30,64,128,192,256,384,448,512
id,func_name,self_time1,self_time2,self_time3,self_time4,self_time5,self_time6,self_time7,self_time8,self_time9
62,piolib_mod_closefile_,6880,10740,13240,12830,7050,15010,12930,10260,12620
63,piodarray_write_darray_1d_int_,21780,307700,1052720,11430,1582570,12830,5709890,2788250,18380
64,piodarray_write_darray_1d_double_,6945750,536700,1769860,887870,136910,1564520,258470,1741760,10693680
65,piodarray_write_darray_2d_double_,707560,478260,200800,107110,68840,60310,57210,48190,48410
66,piodarray_write_darray_3d_double_,258208330,139287370,55044550,27973790,19185780,40912430,11253700,21573960,40801200
67,piodarray_write_darray_5d_double_,134147000,98882900,34403200,16713970,11133220,18206700,6311430,5301800,4306010
68,piodarray_write_darray_nf_int_,858860,454540,2994420,37860,1822800,48380,8934450,12576750,53290
69,piodarray_write_darray_nf_double_,61760630,23409580,55518260,2410400,1666400,108845870,869300,8362930,32126370
70,pionfatt_mod_put_att_text_,68350,67900,2180190,74150,77140,87050,91070,7713050,108780
71,pionfatt_mod_put_att_real_,5730,6530,6170,6470,6490,8910,8260,8830,10040
72,pionfatt_mod_put_att_double_,11390,10800,11110,12910,12590,16710,19960,19690,25690
73,pionfatt_mod_put_att_int_,820,910,1230,1170,1050,1120,1120,1220,1340
74,pionfatt_mod_put_att_1d_int_,15520,14360,15390,16390,17490,26810,25130,24220,29080
75,pionfatt_mod_put_att_desc_1d_int_,8050,7440,7990,8320,8050,9260,12260,11570,9160
76,pionfput_mod_put_var1_text_,131640,113500,139560,142680,130700,254280,260130,260080,349970
77,pionfput_mod_put_var1_double_,30430,37730,35660,37450,42570,62260,66180,64620,69860
78,pionfput_mod_put_var1_int_,72370,70490,80990,82050,86700,149890,154800,152330,189580
79,pionfput_mod_put_var1_vdesc_text_,1069750,211860,110070,252350,254130,124320,3196840,155280,195020
80,pionfput_mod_put_var1_vdesc_double_,20470,20330,19770,20060,18490,27470,28460,34870,43600
81,pionfput_mod_put_var1_vdesc_int_,53010,49550,54130,61160,56020,62170,64190,76110,95080
82,pionfput_mod_put_var_0d_text_,1555060,4540,3110,17709320,5300,2850,2920,4980,13204480
83,pionfput_mod_put_var_1d_text_,1550,1620,1600,1620,1660,1570,1820,1590,1880
84,pionfput_mod_put_var_2d_text_,883760,15510,27740,2080,2350650,5660710,5706380,12700,69140
85,pionfput_mod_put_var_1d_double_,19930510,1465050,4364870,121660,529880,12310840,19630,10002930,14459860
86,pionfput_mod_put_var_0d_int_,33150,28950,35840,41380,36700,108990,94730,85220,136610
87,pionfput_mod_put_var_1d_int_,942340,868650,8300,6960,2628200,5683360,9590,9690,8682180
88,pionfput_mod_put_var_2d_int_,1386680,1134590,2160,2290960,1410,1750,6781530,1530,7279370
89,pionfput_mod_put_var_3d_int_,1950,1920,1412330,1580,1840,5588700,1210,8404170,1690
90,pionfput_mod_put_var_vdesc_1d_text_,1130,920,1240,860,1010,880,830,890,820
91,pionfput_mod_put_var_vdesc_2d_text_,660,870,2457100,1606280,1280,1020,610,8140050,1240
92,pionfput_mod_put_var_vdesc_1d_double_,927840,18410,2383630,24030,2678680,6912020,9728870,10438570,2460170
93,pionfput_mod_put_var_vdesc_1d_int_,1743880,1017530,24640,53400,1545760,18840,7466200,16450,8937030
94,pionfput_mod_put_var_vdesc_2d_int_,450,490,350,720,460,400,400,390,590
95,pionfput_mod_put_var_vdesc_3d_int_,370,370,270,330,280,310,320,390,290
96,pionfput_mod_put_vara_1d_text_,1174660,765580,1682300,1187180,1815580,30210,5672830,5020900,4560940
97,pionfput_mod_put_vara_1d_double_,828250,748400,1690210,35320,1850070,1352110,4375910,5072230,5136480
98,pionfput_mod_put_vara_1d_int_,20778580,757170,1758940,1168150,1803050,3465740,6201030,5581340,1956780
99,pionfput_mod_put_vara_vdesc_1d_text_,4760,5400,4910,5330,15790,2850,3680,3570,3530
100,pionfput_mod_put_vara_vdesc_1d_double_,30040,22760,1383660,26330,2247410,3874800,20930,7098350,26650
101,pionfput_mod_put_vara_vdesc_1d_int_,29850,23230,2422450,15890,2376520,6962630,9509380,9565840,21040
102,gptlstart_,50730250,75219890,73109360,50786530,44528910,58498950,50564530,49800490,51612390
103,gptlstop_,44707720,51309010,62050390,50596030,47611580,54837740,61877340,51064280,56317050
104,update_ll_hash,12230,10610,11390,10890,9850,9600,9460,9150,8830
105,update_parent_info,504900,627750,906020,487570,672380,701040,678580,836110,734790
106,update_ptr,342920,363140,437550,419710,352550,451300,429640,469410,439400
107,GPTLstart,15778480,19612860,57721150,13010610,15298690,13243490,11588730,11831010,12522610
108,getentry,3127540,3647770,3166530,2807540,2973880,2790940,2635040,2538960,3623180
109,update_stats,445370,437540,601210,490030,508070,423260,409030,395130,359390
110,GPTLstop,32142740,36451190,37358230,20807640,26708420,36099330,34796760,36596390,26631410
111,utr_mpiwtime,23299640,26889830,38883250,24217630,21681580,36591290,30022650,28394310,44120610
112,esmf_basetimemod_esmf_basetimesum_,112009330,76754600,41176400,22030840,17666070,39537380,29775270,9980140,7578190
113,esmf_basetimemod_esmf_basetimedifference_,46899430,32868520,16155940,8875500,7941580,5729110,12665110,4778170,3284580
114,esmf_timeintervalmod_esmf_timeintervalget_,32824270,21331580,13004320,7503940,6590120,4461670,4533760,4406670,3225470
115,esmf_timeintervalmod_esmf_timeintervalset_,94913140,82575720,37438410,20319450,17226040,11926680,38741460,9611450,47956260
116,esmf_timeintervalmod_esmf_timeintervalsum_,59798770,38351250,18738550,10238190,9476930,19483430,5080380,4852910,2914700
117,esmf_timeintervalmod_timeintchecknormalized_,37093250,27072670,15435610,7626550,5997810,13023750,4441100,3009130,30768520
118,esmf_timemod_esmf_timeget_,211785490,157000460,83018690,47259380,36867910,27575560,76452310,19133710,13668450
119,esmf_timemod_esmf_timeset_,69413250,53252040,28065510,18016580,13295180,21928580,62691250,7271470,30622180
120,esmf_timemod_esmf_timecopy_,25780250,16547250,10843520,7240730,5763180,17436370,5323180,3780590,37795470
121,shr_file_mod_shr_file_setlogunit_,436790,383560,316030,300450,281720,336700,360700,374600,1702720
122,shr_file_mod_shr_file_setloglevel_,124870,111410,119250,125060,143830,141070,123730,126550,112060
123,seq_drydep_mod_set_hcoeff_vector_,93361430,80462280,30922780,16833360,12196480,22351730,17324070,23631710,22846930
124,mct_mod_mct_avect_accum_,24524950,14480780,5034530,2768850,1902040,14672090,30385130,1040680,33470800
125,mct_mod_mct_avect_vecmult_,133739010,84787550,36247810,20111050,14158050,11651950,27057360,16977930,27662830
126,mct_mod_mct_avect_avg_,4083300,2513540,1171320,668720,487740,374270,9496850,273070,242620
127,new_cosz_mod_new_cosz_,455360280,321325330,138229330,66213540,47021770,34183830,60721460,83008430,38202800
128,perf_mod_t_barrierf_,1358190,1665200,1725770,1415210,1370000,1829450,1436490,1728370,1548050
129,seq_comm_mct_seq_comm_setptrs_,60810,42010,44180,44530,46120,103400,212290,297170,133290
130,esmf_alarmmod_esmf_alarmget_,570150,571050,673020,585910,578510,645640,647770,783720,644430
131,esmf_alarmmod_esmf_alarmisringing_,48250,39700,40690,32950,25640,38850,37320,46570,43720
132,shr_orb_mod_shr_orb_decl_,169781510,119737940,60282830,29215060,23232160,49657310,32536740,28896030,20812080
133,esmf_clockmod_esmf_clockget_,335764920,280612540,172697880,94666230,80753260,91037500,116681540,82347260,131520730
134,esmf_clockmod_esmf_clockgettimestep_,174460,233660,209720,233950,213070,182760,213010,164940,180650
135,esmf_clockmod_esmf_clockadvance_,300860,382570,580910,391310,269850,259780,259930,292010,259730
136,normalize_basetime_,67637690,44483600,26634350,12469960,10957950,6459510,28507860,5491690,4281240
137,normalize_time_,46837400,36167700,17429060,8798330,7411090,5351490,5377960,4906340,42686850
138,normalize_timeint_,100381450,72284530,33652080,17970410,15297420,23502080,24177750,26740710,6272920
139,timegetmonth_,131098710,83592600,49052410,25795850,19526640,27022590,23634860,12299840,51189950
140,timegetdayofmonth_,50659960,37944100,15566810,9751180,7245390,6404100,22394420,4159840,24847650
141,timeaddmonths_,66831770,49983670,24245930,12597640,11799260,8331580,7855900,24574670,4926100
142,seccmp_,79826020,50227440,31288740,17085060,11384150,23366290,28627930,7154730,18888120
143,c_esmc_basetimesum_,989700,1084540,1215870,1020370,954420,967930,971420,1050210,998360
144,c_esmc_basetimedec_,610880,538450,572870,652600,546450,544520,501930,555640,524490
145,c_esmc_basetimediff_,43136890,34592480,15902450,9514600,7143240,5437600,4939140,4532230,3820270
146,shr_cal_mod_shr_cal_ymd2date_,97340,156200,113520,141430,130340,109530,123440,192810,124840
147,seq_infodata_mod_seq_infodata_getdata_,293120,377680,483670,455810,413650,385060,377550,494590,365910
148,seq_infodata_mod_seq_infodata_putdata_,472840,478010,485550,393390,364480,378400,393100,9684250,3021210
149,seq_cdata_mod_seq_cdata_setptrs_,166380,194620,153640,300580,233350,436210,463250,550930,400640
150,seq_timemgr_mod_seq_timemgr_eclockgetdata_,1092510,1046690,1130200,1176340,1197140,1136330,1208670,1144690,1260820
151,seq_timemgr_mod_seq_timemgr_alarmison_,1787620,1805610,1966240,1684110,1663960,1798370,1801370,1935860,1742470
152,seq_timemgr_mod_seq_timemgr_etimeget_,586310,606440,733710,635650,671790,661120,593880,658370,569500
153,seq_timemgr_mod_seq_timemgr_eclockdateinsync_,276170,299410,319250,241730,214850,221620,291910,248070,271200
154,seq_timemgr_mod_seq_timemgr_esmfcodecheck_,609790,699790,674160,640400,547710,652970,663190,702280,656470
155,string_utils_to_upper_,1790,2200,4070,1900,6860,6210,1490,1580,14790
156,string_utils_to_lower_,32154450,26818540,11558390,6317530,4621660,16040580,23629130,2168230,1662740
157,string_utils_glc_,100379820,83100130,33485110,16048510,11684160,19859960,5850240,5432710,4225730
158,repro_sum_mod_repro_sum_,14053840,7886550,3893610,2369140,1941020,10364580,1849730,1961230,14847850
159,repro_sum_mod_repro_sum_int_,28151680,17699850,7494750,4332270,3107180,2954260,2800260,2538760,28774210
160,repro_sum_mod_repro_sum_tol_exceeded_,22440,14940,23890,29780,36190,26520,36540,31070,28180
161,mo_util_rebin_,6530618610,4194990980,1732422650,871152240,574699720,469597060,378051200,300914740,309791800
162,rrtmg_sw_vrtqdr_vrtqdr_sw_,38474710530,23609279830,9737712110,5023607390,3233098290,4863330080,5005321220,4123255680,4876172570
163,cmparray_mod_cmpdaynite_3d_r_copy_,210380880,143729780,56005610,22351320,14557090,23458450,7278790,5887850,25151500
164,cmparray_mod_expdaynite_3d_r_,389209870,254408160,94813950,39151270,24094900,29625030,38522740,44118560,102567940
165,drydep_mod_calcram_,65608630,54693200,22210590,11925410,8971220,6080230,12751190,3695630,2814750
166,mo_prod_loss_imp_prod_loss_,1504384160,929777400,375794420,189765290,129401720,108017950,123213790,176434160,130741490
167,mo_lu_solve_lu_slv01_,1066634700,688710150,260900650,134191500,97223160,103189860,61847120,216794030,104066160
168,mo_lin_matrix_linmat01_,447373110,280257450,114144620,55245210,42941010,30136530,36660470,70134610,44632000
169,mo_lu_factor_lu_fac01_,906978280,615355840,245273950,114716920,86881880,164047170,128075680,368014000,165727560
170,mo_nln_matrix_nlnmat_finit_,1734561470,1057981700,425116300,218814370,149404410,135059040,143186080,196240070,133085640
171,mo_indprd_indprd_,206790970,133652940,55498280,28679190,20747850,27038240,20676890,27361770,7197120
172,mo_negtrc_negtrc_,341286560,214006590,86765810,43052040,30605080,34885910,32403110,30696070,46069000
173,mo_adjrxt_adjrxt_,193049530,117078210,51001730,25400080,17669310,12977250,8427440,16367930,6466050
174,error_function_calerf_r8_,31768819360,20079133830,8014676760,4075024870,2671112200,3889246650,3546632190,3229518360,3688857090
175,trb_mtn_stress_compute_tms_,16960920,14814680,7486680,3833590,3009510,2482580,1788110,1462460,1356100
176,cldsav_,274129470,175616500,70778650,35788800,25453990,25287080,30217100,39881640,29894700
177,cpslec_,34273660,23859270,9027790,4478750,3983930,2607230,1801130,1449590,1381700
178,cubxdr_,28132871000,21007563000,8664656810,4370182890,2908911630,2513851590,1590366720,1545284460,2117872720
179,srchutil_whenieq_,1157507700,757594980,319759960,161650940,100519630,95002190,65622410,61576020,63213130
180,datetime_,1872260,5133670,5570080,2383770,2778750,14358540,9040040,10849320,31579550
181,get_memusage_,775640,1792080,1029000,1007980,868090,440080,309520,393420,370560
182,qneg3_,6253850150,4079004370,2531177760,1258187560,985114220,1188574450,1309977680,1161336880,1216562160
183,qneg3_modalx1_,3975567280,2531004090,1060300250,543255860,356832350,670958060,612165640,456775150,414950670
184,scm0_,38116655500,30237470570,13028153160,6237536430,4058653060,3379387210,1979215520,1969801840,2118869350
185,zenith_,131610180,92683430,48048930,20972580,15473580,27260830,26668960,25352430,6642250
186,radconstants_rad_gas_index_,153575970,98346360,37405980,25074470,13726350,10048610,7523930,23197220,6466610
187,rrtmg_lw_rtrnmc_rtrnmc_,41466058790,26484028440,10975265010,5515116930,3687474880,5373394760,5919506180,4286544600,5579694440
188,mcica_subcol_gen_lw_mcica_subcol_lw_,47610080,29771710,14159470,7088790,5264540,3916180,2788660,2578590,13798980
189,mcica_subcol_gen_lw_generate_stochastic_clouds_,18526547220,12126727080,4768509460,2542664210,1734544270,2640353810,2404389220,1933076150,2102015930
190,mcica_subcol_gen_lw_kissvec_,8912257490,5354622480,2312375380,1125012090,788040370,1073649560,1572398930,1181609520,1159256990
191,rrtmg_lw_setcoef_setcoef_,2044879220,1271832260,529440180,266027790,175903940,328219160,294053380,211394900,297951840
192,rrtmg_lw_cldprmc_cldprmc_,283889630,163104160,68491670,35818880,24114970,35261430,40296630,100792750,27744510
193,rrtmg_lw_taumol_taumol_,695882580,425153090,192867460,90176430,68744160,126904260,188695670,90956500,120964540
194,rrtmg_lw_taumol_taumol_taugb1,1375480640,869807150,358515450,181690730,119021150,160693520,166424130,206024350,242593310
195,rrtmg_lw_taumol_taumol_taugb2,1407276960,884978020,371128340,185003690,122410140,230158550,214568430,116292280,136779680
196,rrtmg_lw_taumol_taumol_taugb3,4164030760,2656086850,1133214530,566989830,371352660,630033840,612670660,419476480,659320960
197,rrtmg_lw_taumol_taumol_taugb4,2888347090,1817899550,791280020,390168910,255999850,382218820,388802470,381747200,328494190
198,rrtmg_lw_taumol_taumol_taugb5,4012821620,2543054410,1077190300,553823840,357066200,608255460,565041490,350696250,555583860
199,rrtmg_lw_taumol_taumol_taugb6,1060827930,668670060,288918030,139281870,91872780,138947220,213892130,104731620,101856080
200,rrtmg_lw_taumol_taumol_taugb7,2827440140,1789214970,745250140,371618560,242468530,339294930,391728860,499621760,281100900
201,rrtmg_lw_taumol_taumol_taugb8,1370433340,860486830,353570310,180627510,116206440,212239410,225028450,160131100,214449630
202,rrtmg_lw_taumol_taumol_taugb9,3148407610,1995143260,832927940,418188000,276163350,403943970,446403650,384703930,459344080
203,rrtmg_lw_taumol_taumol_taugb10,743977220,466085290,191994690,97625220,63765730,124745080,78874250,90538890,69194300
204,rrtmg_lw_taumol_taumol_taugb11,1086412840,691113620,279085240,141927560,92777620,122123730,113553240,139697560,108475930
205,rrtmg_lw_taumol_taumol_taugb12,1710015150,1068826740,443522000,222927430,145630220,192781830,294596510,198163350,284051090
206,rrtmg_lw_taumol_taumol_taugb13,1954531560,1243314970,519076770,253833090,166737770,250307250,212726800,198050430,166959580
207,rrtmg_lw_taumol_taumol_taugb14,279750540,175554840,73483430,36609950,23711030,29989850,12941500,10459580,17459370
208,rrtmg_lw_taumol_taumol_taugb15,783080810,496009180,201137090,102468890,67543390,117229250,70970080,53448680,160755690
209,rrtmg_lw_taumol_taumol_taugb16,1109479230,708428360,292476390,144035680,94308270,157363290,99631450,117350170,198845110
210,rrtmg_sw_reftra_reftra_sw_,39993419370,25135452340,10319526250,5228199310,3465030200,5083634780,5208133880,4447028420,5154137490
211,rrtmg_sw_setcoef_setcoef_sw_,554652500,354840450,145680190,73098450,49636240,98905270,54909490,57911350,63093220
212,rrtmg_sw_cldprmc_cldprmc_sw_,1935056800,1243045220,503044470,257834150,177564550,232670580,215427520,328849760,199247570
213,mo_setrxt_setrxt_,1034410790,640734940,259524760,130373850,87375240,90980740,243265840,151609390,128671490
214,mpibarrier_,751290,533500,705640,909480,577660,1150450,1042670,867820,720740
215,rrtmg_lw_rad_rrtmg_lw_,2625683430,1663468700,712851580,362344880,254541660,348749220,422521410,291453920,480306790
216,rrtmg_lw_rad_inatm_,11038516550,6887537750,3000683120,1502473720,984374230,1538195820,1508399130,1172340580,1525707500
217,mcica_subcol_gen_sw_mcica_subcol_sw_,46447670,30343870,11844650,5182260,3928940,2890630,2168610,1812800,41478480
218,mcica_subcol_gen_sw_generate_stochastic_clouds_sw_,10658785200,6853795570,2658007790,1284882720,869874520,1368012230,1334986900,1195970720,1246544220
219,mcica_subcol_gen_sw_kissvec_,4534005740,2872621620,1106417260,507527230,322232330,537308500,538539710,278828800,525453490
220,rrtmg_sw_taumol_taumol_sw_,251852780,175997320,82180990,36341010,29785810,37004260,65038490,61838150,33012250
221,rrtmg_sw_taumol_taumol_sw_taumol16,573908480,364263190,165522240,83657180,58353220,136358080,102171070,92365300,73138380
222,rrtmg_sw_taumol_taumol_sw_taumol17,948931380,619343330,319626820,146663120,108902530,196852060,84098460,143055390,305980090
223,rrtmg_sw_taumol_taumol_sw_taumol18,640225090,412329010,191159310,98356680,64989580,96932970,93247610,97120410,220001080
224,rrtmg_sw_taumol_taumol_sw_taumol19,657025070,423721870,185298750,98151460,61702840,136576160,120503650,31981270,134771820
225,rrtmg_sw_taumol_taumol_sw_taumol20,727878570,461976350,202630820,97131120,68950550,58065990,85796600,97234310,85749150
226,rrtmg_sw_taumol_taumol_sw_taumol21,831340170,544979620,253687070,125868250,84730850,152223590,226884320,126326610,147947100
227,rrtmg_sw_taumol_taumol_sw_taumol22,305687060,208311870,88112320,42291300,27714100,43636830,34532700,22311460,24419360
228,rrtmg_sw_taumol_taumol_sw_taumol23,621687130,398228530,166208340,83503030,55213140,136447430,85889950,58497140,127412290
229,rrtmg_sw_taumol_taumol_sw_taumol24,732477180,470858890,210469900,103945640,67551670,97136410,90345820,143812760,204885560
230,rrtmg_sw_taumol_taumol_sw_taumol25,323817010,200559850,84241470,42766390,27666640,21396730,24065320,69355520,81185180
231,rrtmg_sw_taumol_taumol_sw_taumol26,206975040,131713340,53937300,27600770,17834010,33851370,8943260,25589110,6903380
232,rrtmg_sw_taumol_taumol_sw_taumol27,484955160,311297490,133798630,67215910,43582030,35393040,96288520,64148900,51038250
233,rrtmg_sw_taumol_taumol_sw_taumol28,443356630,287288610,129379820,66195360,44471810,65358280,45012440,57310920,53305070
234,rrtmg_sw_taumol_taumol_sw_taumol29,826633830,524109350,224980330,110540230,72384510,124370060,143903970,62100280,112547100
235,cubzdr_,10396260400,6857964960,3806547610,1443828190,926466730,676772410,440184450,377727990,347583130
236,engy_tdif1_,76543190,48101580,20386580,10053490,6561650,5427170,3259080,3232420,3235250
237,flxint_,2239010,1586430,1519330,1271800,1238900,1141250,1182080,1175950,1115230
238,herzin_,14183603660,12247308950,6147685860,1667806200,1115135650,860647800,595097350,507580290,578082890
239,kdpfnd1_,3942409050,2595281990,1125789410,539480450,345578780,270629800,180193800,155863430,143763490
240,iap_grid_period_,1961457480,1278701780,490939890,250215860,173117940,156175700,122253400,115460970,132313450
241,iap_grid_periodp_,497992290,325555110,119526100,63678450,42678120,37861260,25796780,22666330,28548740
242,mod_comm_mp_send3d_,354396930,373277090,209226320,119255430,90875820,91111840,91723490,82389760,95694300
243,mod_comm_mp_recv3d_,344035160,350447470,207570150,114463070,87500760,90966700,88820440,81372790,92056220
244,mod_comm_mp_send3d_2_,34067020,42478170,42776650,36355060,32347160,31497380,38001050,34961090,38053020
245,mod_comm_mp_recv3d_2_,32467140,37777140,39538500,32590690,25757840,26762310,31091960,29664400,29108110
246,mod_comm_win_finalize_,126752520,126453680,94301720,56236720,45672200,59568440,75622650,66631760,115586300
247,mod_comm_ga_put4d_r8_,5411255330,8241483980,2853526750,2144641430,1395341280,924998830,692667240,663180250,715637670
248,mod_comm_ga_recvinit_r8_,125071750,134692200,56725340,32319570,30233210,32005530,33682160,33733410,34330730
249,mod_comm_ga_get4d_r8_,4449453830,8143765290,3608817030,1190114010,735712180,692602680,469005520,473321700,474111670
250,cam_history_support_sec2hms_,2450,1732090,2690,2110,2950,1850,2060,1730,2140
251,cam_history_support_date2yyyymmdd_,4890,8800,6880,14440,5530,6770,6210,5450,7970
252,geopotential_geopotential_dse_,5230383790,3352304950,1376345850,695680850,460398250,695822320,993401860,659006240,820120490
253,geopotential_geopotential_t_,196848230,124323100,59115970,30902960,23463060,41533370,8011300,7885190,8687580
254,phys_control_cam_physpkg_is_,75250100,47787350,21216290,10224770,8335620,5976240,22701780,48773570,3047310
255,phys_control_cam_chempkg_is_,62488500,42490670,19589050,10964250,9212980,7328940,17021170,14538220,5101980
256,phys_control_phys_getopts_,393533160,289801540,142810720,79562580,60348860,91938210,146294270,52239940,122988570
257,rrtmg_sw_spcvmc_spcvmc_sw_,44776061510,26321386420,11334969250,5804662200,3771857530,5935378250,6036307130,4798925100,5839416910
258,wv_saturation_estblf_,81416056080,52312491990,18431750690,8831847810,5792096760,5720637710,5080297150,4936911130,6104677580
259,wv_saturation_aqsat_,7117323100,4281503210,1729036970,880269300,573301130,885445610,864158320,655408740,831949160
260,wv_saturation_aqsat_water_,2634381850,1622859020,649440420,337300300,214103960,198053940,197209930,135429380,124108890
261,wv_saturation_vqsatd_,190363254050,121843906770,42493411720,20161974660,10808725930,14911051320,14558983570,14421802270,16454411360
262,wv_saturation_vqsatd_water_,3018475130,1749277770,750431980,381457820,254054000,433688830,448334400,257296650,402652320
263,wv_saturation_polysvp_,290728822440,205849230750,72912737630,37010551610,27143802270,37570477450,38002932660,35437315120,43484333200
